"1115595505101299713^0^0^'and here is why its faster'^2019-04-09 12:41:09^2019-04-09 08:41:09^None^False^1899^False^False^0.0^0.0"
"1115595667315941379^0^0^'the latest the david williams daily! thanks to travel microsoft'^2019-04-09 12:41:48^2019-04-09 08:41:48^False^False^494^False^False^0.2333333333333333^0.3666666666666667"
"1115595675440254976^0^0^'just guessing here  but i would assume sony/microsoft/activisionblizzard still get a cut as platform holders  but it's probably nowhere near what activision took as bungie holders'^2019-04-09 12:41:50^2019-04-09 08:41:50^None^False^383^False^False^0.1^0.4"
"1115595702896214016^0^0^'never used safety anyway  pullout game is strong'^2019-04-09 12:41:56^2019-04-09 08:41:56^None^False^137^False^False^0.016666666666666635^0.5666666666666667"
"1115595717857296385^0^0^'rt : we've updated our guide to creating electronic appellate briefs for the latest versions of microsoft word and adobe ac'^2019-04-09 12:42:00^2019-04-09 08:42:00^None^False^184^False^False^0.5^0.9"
"1115595719371571200^0^0^'microsoft rewards review: worth your time? via'^2019-04-09 12:42:00^2019-04-09 08:42:00^False^False^712^False^False^0.3^0.1"
"1115595725159587841^0^0^'sample analysed on virustotal virustotal-score:  virustotal: threat: ransom:win/cve--a (microsoft)'^2019-04-09 12:42:02^2019-04-09 08:42:02^False^False^217^False^False^0.0^0.0"
"1115595726443040771^0^0^'tech microsoft releases first builds of chromium-based edge browser itrtg news'^2019-04-09 12:42:02^2019-04-09 08:42:02^False^False^10134^False^False^0.25^0.3333333333333333"
"1115595730415235075^0^0^'rt : wow  microsoft is coming after google on their home turf: turning google services off'^2019-04-09 12:42:03^2019-04-09 08:42:03^False^False^530^False^False^0.1^1.0"
"1115595734206693378^0^0^'rt : omg microsoft office replied to me hahahahaha'^2019-04-09 12:42:04^2019-04-09 08:42:04^False^False^56^False^False^0.2^0.6"
"1115595735330955264^0^0^'microsoft and bmw are working on an open manufacturing platform  offering industrial use cases to interested manufacturers black rightwards arrow[?] via zdnet iot iotday digitaltransformation liveworx'^2019-04-09 12:42:04^2019-04-09 08:42:04^False^False^21^False^False^0.02777777777777778^0.4777777777777778"
"1115595744608567298^0^0^'microsoft word chastising me for assuming somebody's gender'^2019-04-09 12:42:06^2019-04-09 08:42:06^False^False^134^False^False^0.0^0.0"
"1115595745300598784^0^0^'an initiative for us would be great too! we are out to make things right at checkout'^2019-04-09 12:42:07^2019-04-09 08:42:07^False^False^19^False^False^0.6428571428571428^0.6428571428571428"
"1115595753248788481^0^0^'via rvp ravi vs prasad rt theiotcloud one year in: how our $b investment in iot and intelligent edge is accelerating customer  partner and solution innovation - microsoft ms iot one year in: how our $b investment in iot and '^2019-04-09 12:42:08^2019-04-09 08:42:08^False^False^364^False^False^0.8^0.9"
"1115595771162705922^0^0^'rt : salary earners are not rich lewl just in case you forgot that bank ceos  google/microsoft ceos etc are salary earner'^2019-04-09 12:42:13^2019-04-09 08:42:13^None^False^5761^False^False^-0.1875^0.75"
"1115595771368361986^0^0^'$verb absolutely!!'^2019-04-09 12:42:13^2019-04-09 08:42:13^None^False^2193^False^False^0.3125^0.9"
"1115595786690093059^0^0^'luckily microsoft translated this from greek for me'^2019-04-09 12:42:16^2019-04-09 08:42:16^False^False^3212^False^False^0.16666666666666666^0.4166666666666667"
"1115595843485093888^0^0^'rt : microsoft is just as excited as we are for twice's comeback'^2019-04-09 12:42:30^2019-04-09 08:42:30^False^False^947^False^False^0.375^0.75"
"1115595860513943563^0^0^'welcome to pandora!! join me at am mdt as we begin our quest to find the legendary vault!! twitch twitchtv twitchaffiliate livestream supportsmallstreamers xbox xboxone microsoft borderlands borderlands borderlands lilith brick madmoxxi'^2019-04-09 12:42:34^2019-04-09 08:42:34^False^False^19^False^False^1.0^0.95"
"1115595868378472449^0^0^'rt : a privilege to represent and illustrate how technology is a powerful lever to foster inclusion and allow social a'^2019-04-09 12:42:36^2019-04-09 08:42:36^None^False^3035^False^False^0.16666666666666666^0.5333333333333333"
"1115595876313980929^0^0^'rt : didyouknow about our disability answer desk? this resource is available for customers with disabilities to get support wit'^2019-04-09 12:42:38^2019-04-09 08:42:38^None^False^383^False^False^0.4^0.4"
"1115595883641331713^0^0^'rt : starbucks microsoft handshake having some great taste in music'^2019-04-09 12:42:40^2019-04-09 08:42:40^None^False^180^False^False^0.8^0.75"
"1115595885704933380^0^0^'rt : starbucks microsoft handshake having some great taste in music'^2019-04-09 12:42:40^2019-04-09 08:42:40^None^False^394^False^False^0.8^0.75"
"1115595920287064065^0^0^'rt : salary earners are not rich lewl just in case you forgot that bank ceos  google/microsoft ceos etc are salary earner'^2019-04-09 12:42:48^2019-04-09 08:42:48^None^False^2760^False^False^-0.1875^0.75"
"1115595929803825153^0^0^'rt : pick : games for windows microsoft zune hd the microsoft band xbox snap that windows phone apps xbox one vr scalebound rel'^2019-04-09 12:42:51^2019-04-09 08:42:51^None^False^2357^False^False^0.0^0.0"
"1115595939194916864^0^0^'rt : check out who use conversational ai (ie chatbot) analytics to help sex trafficking victims deter exploration gr'^2019-04-09 12:42:53^2019-04-09 08:42:53^None^False^2640^False^False^0.0^0.0"
"1115595950641352704^0^0^'""the microsoft of white supremacy and racism in this country""""southern seminary has produced the software of white supremacy "" griffen said ""the software of white supremacy goes into the hardware called the churches"" new pastors coming out of seminary function as'^2019-04-09 12:42:56^2019-04-09 08:42:56^None^False^2348^False^False^0.02727272727272727^0.09090909090909091"
"1115595956790202368^0^0^'you seem to fear benign and useful natural monopolies with the dangerous and inefficient artificial monopolies created by government regulation with natural monopolies like amazon and microsoft you still have other options if unhappy  with artificial ones like you don't'^2019-04-09 12:42:57^2019-04-09 08:42:57^None^False^1361^False^False^-0.253125^0.621875"
"1115595972661383169^0^0^'oh ok'^2019-04-09 12:43:01^2019-04-09 08:43:01^None^False^994^False^False^0.5^0.5"
"1115595986305347584^0^0^'microsoft releases chromium-based edge preview build for windows  tech'^2019-04-09 12:43:04^2019-04-09 08:43:04^False^False^817^False^False^0.0^0.0"
"1115595987131572226^0^0^'microsoft's azure vs amazon's aws: which one should you bet on? via'^2019-04-09 12:43:04^2019-04-09 08:43:04^False^False^2^False^False^0.0^0.0"
"1115595999148367872^0^0^'it seems there is a performance penalty to quick remove'^2019-04-09 12:43:07^2019-04-09 08:43:07^False^False^182^False^False^0.3333333333333333^0.5"
"1115596007734038529^0^0^'xboxuk: knechtforlive my little pony monopoly dlc? upside-down face'^2019-04-09 12:43:09^2019-04-09 08:43:09^False^False^140^False^False^-0.1875^0.5"
"1115596020165906433^0^0^'creating surveys using microsoft forms pro'^2019-04-09 12:43:12^2019-04-09 08:43:12^False^False^13378^False^False^0.0^0.0"
"1115596022380523521^0^0^'microsoft adobe patch day'^2019-04-09 12:43:13^2019-04-09 08:43:13^None^False^1104^False^False^0.0^0.0"
"1115596032392323072^0^0^'smh who does this anyway'^2019-04-09 12:43:15^2019-04-09 08:43:15^None^False^2916^False^False^0.0^0.0"
"1115596073970442240^0^0^'microsoft releases first test builds of its chromium-based edge browser'^2019-04-09 12:43:25^2019-04-09 08:43:25^False^False^3108^False^False^0.25^0.3333333333333333"
"1115596074989678593^0^0^'rt : the new chromium-based edge  without asking or permission  decided to log me into my microsoft account i'm not using a m'^2019-04-09 12:43:25^2019-04-09 08:43:25^None^False^949^False^False^0.13636363636363635^0.45454545454545453"
"1115596084628217856^0^0^'rt : idk how to pronounce normal english so im going to just call it microsoft  james v and dinosaurs :)'^2019-04-09 12:43:28^2019-04-09 08:43:28^None^False^8359^False^False^0.21666666666666667^0.5499999999999999"
"1115596087337705474^0^0^'my microsoft devops pipeline build is running  unit tests done  docker container deployed openhack'^2019-04-09 12:43:28^2019-04-09 08:43:28^False^False^2362^False^False^0.0^0.0"
"1115596096766652416^0^0^'watch microsoft life - treehouse meeting space on youtube i found it on bing! via'^2019-04-09 12:43:30^2019-04-09 08:43:30^False^False^887^False^False^0.0^0.0"
"1115596102193930242^0^0^'for all your fans that for months(years if we include doa) can you at least give us an answer for the individual dlc policy you just need to confirm what we already know: no  you guys will not get it because microsoft gave me lots of money to do it only on xbox'^2019-04-09 12:43:32^2019-04-09 08:43:32^None^False^2^False^False^-0.09999999999999999^0.6"
"1115596108758048770^0^0^'windows phone is dead c + xamarin  tho microsoft can be an android powerhouse  and remove the grip google services has on the os'^2019-04-09 12:43:33^2019-04-09 08:43:33^None^False^753^False^False^-0.2^0.4"
"1115596112285425664^0^0^'powerbi dataflows ga 'ed last week - many of the promised features got their ga-stamp on it! powerbi dataintegration selfserviceetl'^2019-04-09 12:43:34^2019-04-09 08:43:34^False^False^1634^False^False^0.3125^0.2833333333333333"
"1115596127225679872^0^0^'i'd love to see a side by side of edge vs chrome comparing resource utilization'^2019-04-09 12:43:38^2019-04-09 08:43:38^None^False^951^False^False^0.5^0.6"
"1115596135203082247^0^0^'rt : a privilege to represent and illustrate how technology is a powerful lever to foster inclusion and allow social a'^2019-04-09 12:43:40^2019-04-09 08:43:40^None^False^947^False^False^0.16666666666666666^0.5333333333333333"
"1115596170796126208^0^0^'microsoft by bts'^2019-04-09 12:43:48^2019-04-09 08:43:48^None^False^225^False^False^0.0^0.0"
"1115596187468320768^0^0^'rt : just completed the digital storytelling with microsoft sway course on the microsoftedu educator community! person raising both hands in celebrationemoji modifier fitzpatrick type- you can'^2019-04-09 12:43:52^2019-04-09 08:43:52^None^False^48^False^False^0.0^0.0"
"1115596190089916416^0^0^'rt : microsoft confirms you don't need to safely remove usb flash drives anymore a traves de $msft'^2019-04-09 12:43:53^2019-04-09 08:43:53^False^False^56^False^False^0.5^0.5"
"1115596199929585666^0^0^'newsurface pro  buy at microsoft here: computers'^2019-04-09 12:43:55^2019-04-09 08:43:55^False^False^1800^False^False^0.0^0.0"
"1115596208138067969^0^0^'bill gates did far more good by founding microsoft than he can ever do as a philanthropist the positive externalities of ms windows we're not captured by gates or microsoft and are incalculably large'^2019-04-09 12:43:57^2019-04-09 08:43:57^None^False^21^False^False^0.34831168831168824^0.6148051948051948"
"1115596209350107139^0^0^'itpros have you seen the new microsoft role-based certifications page? new microsoft  azure and dynamics certification and training out now!'^2019-04-09 12:43:57^2019-04-09 08:43:57^False^False^2944^False^False^0.15340909090909088^0.45454545454545453"
"1115596211765964801^0^0^'rt : starbucks and microsoft being a once x'^2019-04-09 12:43:58^2019-04-09 08:43:58^False^False^59^False^False^0.0^0.0"
"1115596213485735937^0^0^'rt : $verb k filed on the th referencing taggmed  tagglive for and users https:'^2019-04-09 12:43:58^2019-04-09 08:43:58^None^False^591^False^False^0.0^0.0"
"1115596216186720260^0^0^'facebook  twitter  and instagram are ""a disease""  says the linux creator microsoft feedly'^2019-04-09 12:43:59^2019-04-09 08:43:59^False^False^366^False^False^0.0^0.0"
"1115596226873790466^0^0^'hey thanks to your aweful ui you've finally lost us to slack which has on top of that a better audio quality and more features face with rolling eyes'^2019-04-09 12:44:01^2019-04-09 08:44:01^None^False^217^False^False^0.33999999999999997^0.54"
"1115596241868427266^0^0^'buy microsoft surface pro  i gb + free type cover blue kedah penang'^2019-04-09 12:44:05^2019-04-09 08:44:05^False^False^67^False^False^0.2^0.45"
"1115596247836971010^0^0^'ceo of innovare  ck bruce granting an interview tojoy business news at the microsoft and innovare financial services cybersecurity workshop held at the kempinski hotel'^2019-04-09 12:44:06^2019-04-09 08:44:06^False^False^286^False^False^0.0^0.0"
"1115596249749573633^0^0^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-04-09 12:44:07^2019-04-09 08:44:07^None^False^171^False^False^-1.0^1.0"
"1115596280682573827^0^0^'rt : hey guys  in need of a pa within the age of - ( good communication skills   microsoft office proficiency  reside on'^2019-04-09 12:44:14^2019-04-09 08:44:14^None^False^638^False^False^0.7^0.6000000000000001"
"1115596306058055681^0^0^'rt : starbucks microsoft handshake having some great taste in music'^2019-04-09 12:44:20^2019-04-09 08:44:20^None^False^129^False^False^0.8^0.75"
"1115596342665945089^0^0^'rt : wow  microsoft is coming after google on their home turf: turning google services off'^2019-04-09 12:44:29^2019-04-09 08:44:29^False^False^58^False^False^0.1^1.0"
"1115596345887186946^0^0^'microsoft says its data shows fcc reports massively overstate broadband adoption'^2019-04-09 12:44:30^2019-04-09 08:44:30^False^False^3666^False^False^0.0^1.0"
"1115596362664382467^0^0^'rt : public address loudspeakerthis update kb to windows update service (wus) for windows  versions           and  which'^2019-04-09 12:44:34^2019-04-09 08:44:34^None^False^461^False^False^0.0^0.06666666666666667"
"1115596363339902976^0^0^'great having two microsoft people included in this worldwide list of top artificial intelligence influencers for  msftadvocate'^2019-04-09 12:44:34^2019-04-09 08:44:34^False^False^45^False^False^0.23333333333333336^0.75"
"1115596366669942786^0^0^'rt : microsoft confirms you really  really don't need to ""safely remove"" usb flash drives anymore'^2019-04-09 12:44:35^2019-04-09 08:44:35^False^False^60^False^False^0.35^0.35"
"1115596380402118656^0^0^'rt : one of the biggest challenges to cloud-based personal health records: what happens when tech companies shut them down? look'^2019-04-09 12:44:38^2019-04-09 08:44:38^None^False^58^False^False^-0.07777777777777779^0.29444444444444445"
"1115596402963271682^0^0^'rt : heavy check mark[?]april   kb update to windows update service (wus) components in windows   ver          '^2019-04-09 12:44:43^2019-04-09 08:44:43^None^False^461^False^False^-0.2^0.5"
"1115596438115774467^0^0^'rt : microsoft edge canary x source code is available here:'^2019-04-09 12:44:52^2019-04-09 08:44:52^False^False^461^False^False^0.4^0.4"
"1115596440619716608^0^0^'harmonic adds microsoft azure support and expands partnership with akamai for harmonic vos saas - dig azure'^2019-04-09 12:44:52^2019-04-09 08:44:52^False^False^165^False^False^0.0^0.0"
"1115596441089482753^0^0^'rt : ""google  facebook  amazon and microsoft have figured out that they can use data to modify human behaviorthese compa'^2019-04-09 12:44:52^2019-04-09 08:44:52^None^False^87^False^False^0.0^0.1"
"1115596460538515457^0^0^'check out this awesome bag ; limited availability with at the microsoft booth devopsdays'^2019-04-09 12:44:57^2019-04-09 08:44:57^False^False^7017^False^False^0.4642857142857143^0.5714285714285714"
"1115596477299081216^0^0^'ooh i was so confused i was thinking they dont have a song called microsoft sjdndj'^2019-04-09 12:45:01^2019-04-09 08:45:01^None^False^988^False^False^-0.4^0.7"
"1115596479698063360^0^0^'rt : ceo of innovare  ck bruce granting an interview tojoy business news at the microsoft and innovare financial services c'^2019-04-09 12:45:02^2019-04-09 08:45:02^None^False^939^False^False^0.0^0.0"
"1115596487117889541^0^0^''more stores to buy microsoft surface book (  intel core i)' - by'^2019-04-09 12:45:03^2019-04-09 08:45:03^False^False^33503^False^False^0.5^0.5"
"1115596491471634432^0^0^'microsoft flow example: when a message is posted on a group  create a sharepoint list item: rt sharepoint'^2019-04-09 12:45:05^2019-04-09 08:45:05^False^False^5202^False^False^0.0^0.0"
"1115596498631368709^0^0^'rt : microsoft has revealed all of the + google services it has removed or changed in its chromium-powered edge browser micros'^2019-04-09 12:45:06^2019-04-09 08:45:06^None^False^262^False^False^0.0^0.0"
"1115596513835667456^0^0^'will you switch to microsoft's new chromium edge browser?   internet futuretech facts technology blog techblog information geek techie instagood instatech innovation instafuture trending instago'^2019-04-09 12:45:10^2019-04-09 08:45:10^False^False^14^False^False^0.13636363636363635^0.45454545454545453"
"1115596517321007104^0^0^'rt : bill gates started working on microsoft at   mark zuckerberg became a billionaire at   colonel sanders started kfc at'^2019-04-09 12:45:11^2019-04-09 08:45:11^None^False^201^False^False^0.0^0.0"
"1115596523658567682^0^0^'changing the policy landscape: current future strategic approaches to technology human trafficking panel discussion at cthb at  cet w/ d mancini 's nestorova 's white 's anderson watch it live at'^2019-04-09 12:45:12^2019-04-09 08:45:12^False^True^26579^False^False^0.02727272727272727^0.225"
"1115596534861651971^0^0^'rt : this is the type of thing that makes using the cloud so powerful you could never do this yourself - and you shouldn't wan''^2019-04-09 12:45:15^2019-04-09 08:45:15^None^False^1274^False^False^0.04999999999999999^0.575"
"1115596543837401089^0^0^'edge != ie ie is never going to get new features the old edge was a replacement for ie  based on microsoft's rendering engine and javascript engine the new edge is based on chromium and v (like chrome)'^2019-04-09 12:45:17^2019-04-09 08:45:17^None^False^118^False^False^0.12424242424242422^0.3696969696969697"
"1115596544638500866^0^0^'managing laps with intune just came across this awesome post by'^2019-04-09 12:45:17^2019-04-09 08:45:17^False^False^596^False^False^1.0^1.0"
"1115596555057336320^0^0^'rt : general availability: azure group targeting for azure update management'^2019-04-09 12:45:20^2019-04-09 08:45:20^False^False^524^False^False^0.05000000000000002^0.5"
"1115596556600795136^0^0^'microsoft says fcc data on improved broadband coverage is misleading'^2019-04-09 12:45:20^2019-04-09 08:45:20^False^False^523^False^False^0.0^0.0"
"1115596572291526656^0^0^'""pernicious  but on a much longer time scale"" ""definitely a real human"" -- efficacyofgrace i have never once snorted a condomrt tomwarren: microsoft has revealed all of the + google services it has removed or changed in its chromium-powered edge browser micros'^2019-04-09 12:45:24^2019-04-09 08:45:24^None^False^2^False^False^0.1^0.17500000000000002"
"1115596579505889280^0^0^'windows  microsoft edge installer also works on windows '^2019-04-09 12:45:25^2019-04-09 08:45:25^False^False^28^False^False^0.0^0.0"
"1115596584459411456^0^0^'microsoft's chromium-based edge coming to windows  arm pcs'^2019-04-09 12:45:27^2019-04-09 08:45:27^False^False^28^False^False^0.0^0.0"
"1115596605929844736^0^0^'the latest the microsoft dynamics daily! thanks to business msdyn'^2019-04-09 12:45:32^2019-04-09 08:45:32^False^False^1931^False^False^0.2333333333333333^0.3666666666666667"
"1115596611550203904^0^0^'social crm tips - nimble news "" how nimble + piesync provide social enrichment to microsoft business central and more'^2019-04-09 12:45:33^2019-04-09 08:45:33^False^False^4724^False^False^0.14166666666666666^0.22083333333333333"
"1115596617162395649^0^0^'rt : check out this room!'^2019-04-09 12:45:34^2019-04-09 08:45:34^False^False^527^False^False^0.0^0.0"
"1115596624833724416^0^0^'pubnub nabs $m as its iaas network hits t messages sent each month microsoft'^2019-04-09 12:45:36^2019-04-09 08:45:36^False^False^7823^False^False^0.0^0.0"
"1115596625169276928^0^0^'microsoft just fixed one of the most annoying things about windows - bgr'^2019-04-09 12:45:36^2019-04-09 08:45:36^False^False^103^False^False^-0.0666666666666667^0.5333333333333333"
"1115596670606008321^0^0^'microsoft revamps programming language powershell as windows  use trails linux'^2019-04-09 12:45:47^2019-04-09 08:45:47^False^True^435233^False^False^0.0^0.0"
"1115596672568979458^0^0^'what skills will the class of  need? it's not that far in the future!'^2019-04-09 12:45:48^2019-04-09 08:45:48^False^False^33146^False^False^0.05^0.5625"
"1115596676587069440^0^0^'rt : i've been living a lie'^2019-04-09 12:45:49^2019-04-09 08:45:49^False^False^960^False^False^0.0^0.0"
"1115596728311226368^0^0^'soniabashir quitting'^2019-04-09 12:46:01^2019-04-09 08:46:01^False^False^619^False^False^0.0^0.0"
"1115596739006816256^0^0^'rt : simplify disaster recovery with managed disks for vmware and physical servers'^2019-04-09 12:46:04^2019-04-09 08:46:04^False^False^383^False^False^0.0^0.14285714285714285"
"1115596771084791809^0^0^'what'^2019-04-09 12:46:11^2019-04-09 08:46:11^None^False^90^False^False^0.0^0.0"
"1115596780559687682^0^0^'rt : what's going on? twice x microsoft? see-no-evil monkey'^2019-04-09 12:46:13^2019-04-09 08:46:13^False^False^68^False^False^-0.05^0.0"
"1115596816727154688^0^0^'rt : microsoft bout to be a bop person raising both hands in celebrationemoji modifier fitzpatrick type-'^2019-04-09 12:46:22^2019-04-09 08:46:22^None^False^209^False^False^0.0^0.0"
"1115596848570482688^0^0^'rt : the gods just showed me a vision : skype makes a competing service to discord called ""skype gaming""  microsoft attempts'^2019-04-09 12:46:30^2019-04-09 08:46:30^None^False^62^False^False^0.0^0.0"
"1115596878228287488^0^0^'the latest the scom oms management packs azure daily! thanks to microsoft azure'^2019-04-09 12:46:37^2019-04-09 08:46:37^False^False^147^False^False^0.2333333333333333^0.3666666666666667"
"1115596879356547073^0^0^'rt : article: microsoft store mentions twice ""the account manager is also a once?"" when 's stan tweets make it to'^2019-04-09 12:46:37^2019-04-09 08:46:37^None^False^390^False^False^0.0^0.0"
"1115596882363985920^0^0^'microsoft results to give view on enterprise  cloud spending'^2019-04-09 12:46:38^2019-04-09 08:46:38^False^False^426^False^False^0.0^0.0"
"1115596883651522560^0^0^' i also love my sales team i'm of course biased  but i believe the microsoft sales team is the greatest sales team on the planet'^2019-04-09 12:46:38^2019-04-09 08:46:38^None^False^2326^False^False^0.75^0.8"
"1115596900852326406^0^0^'rt : hololens : microsoft's enterprise ar power play for windows mixed reality via'^2019-04-09 12:46:42^2019-04-09 08:46:42^False^True^4121^False^False^0.0^0.25"
"1115596896079306752^0^0^'the campus and present: microsoft technology wednesdays! these are -minute sessions about inspiring and innovative technology the first session about digital transformation is on april  be there or be square! more information here white right pointing backhand index'^2019-04-09 12:46:41^2019-04-09 08:46:41^False^False^24^False^False^0.2544642857142857^0.4211309523809524"
"1115596903461281793^0^0^'xbox microsoft critiques art reportage analyse stream twitch youtube let's play playstation ps skyrim vr live at'^2019-04-09 12:46:43^2019-04-09 08:46:43^False^False^425^False^False^0.13636363636363635^0.5"
"1115596916467752961^0^0^'eggcellent | having a cracking day at the hospice thanks to students at microsoft centre! they handcrafted this chocolate egg with 's logo! it will be auctioned at tonight's corporate networking event at the hospice we wonder if might like an invite?'^2019-04-09 12:46:46^2019-04-09 08:46:46^False^False^4471^False^False^0.15625^0.1"
"1115596925338669057^0^0^'rt : microsoft says its data shows fcc reports massively overstate broadband adoption'^2019-04-09 12:46:48^2019-04-09 08:46:48^False^False^141^False^False^0.0^1.0"
"1115596929809805313^0^0^'microsoft results to give view on enterprise  cloud spending'^2019-04-09 12:46:49^2019-04-09 08:46:49^False^False^426^False^False^0.0^0.0"
"1115596939116957696^0^0^'rt : the fans have spoken see what they thought of thedivision tom clancy's the division   available now on xbox one black rightwards arrow[?] https'^2019-04-09 12:46:51^2019-04-09 08:46:51^None^False^18^False^False^0.11666666666666668^0.4166666666666667"
"1115596945349701633^0^0^'rt : azure firewall threat intelligence based filtering automatically block traffic to ip addresses microsoft security research'^2019-04-09 12:46:53^2019-04-09 08:46:53^None^False^756^False^False^0.0^0.0"
"1115596948541591555^0^0^'rt : microsoft is just as excited as we are for twice's comeback'^2019-04-09 12:46:53^2019-04-09 08:46:53^False^False^0^False^False^0.375^0.75"
"1115596964307935232^0^0^'integrate electronic health records into microsoft teams care coordination through fhir microsoftteams'^2019-04-09 12:46:57^2019-04-09 08:46:57^False^False^2095^False^False^0.0^0.0"
"1115596963624280064^0^0^'the sickest of burns'^2019-04-09 12:46:57^2019-04-09 08:46:57^None^False^1893^False^False^0.0^0.0"
"1115596972851728384^0^0^'rt : starbucks microsoft handshake having some great taste in music'^2019-04-09 12:46:59^2019-04-09 08:46:59^None^False^2434^False^False^0.8^0.75"
"1115596986823073792^0^0^'microsoft dynamics  team member licensing guide for april  guide'^2019-04-09 12:47:03^2019-04-09 08:47:03^False^False^4801^False^False^0.0^0.0"
"1115597001696075776^0^0^'how to install chrome extensions on chromium edge microsoft feedly'^2019-04-09 12:47:06^2019-04-09 08:47:06^False^False^25^False^False^0.0^0.0"
"1115597011187712000^0^0^'sign up for microsoft teams launch party event now!'^2019-04-09 12:47:08^2019-04-09 08:47:08^None^False^3619^False^False^0.0^0.0"
"1115597018905206787^0^0^'rt : wanna come help us decrease xamarin developers inner loop time and work with our awesome ? ask no more: h'^2019-04-09 12:47:10^2019-04-09 08:47:10^None^False^1857^False^False^0.25^0.5555555555555556"
"1115597036420657153^0^0^'rt : starbucks microsoft handshake having some great taste in music'^2019-04-09 12:47:14^2019-04-09 08:47:14^None^False^141^False^False^0.8^0.75"
"1115597043248951296^0^0^'graduation cap crestron masters  small blue diamond crestronmasters mohegansun uncasville ct news dotnet visualstudio crestronmasters avpros microsoft azure avixa infocomm orlando training integrateav integration'^2019-04-09 12:47:16^2019-04-09 08:47:16^False^False^2859^False^False^-0.125^0.25"
"1115597075146653696^0^0^'rt : article: microsoft store mentions twice ""the account manager is also a once?"" when 's stan tweets make it to'^2019-04-09 12:47:24^2019-04-09 08:47:24^None^False^125^False^False^0.0^0.0"
"1115597092754341895^0^0^'microsoft confirms you really  really don't need to 'safely remove' usb flash drives anymore - the verge'^2019-04-09 12:47:28^2019-04-09 08:47:28^False^False^269^False^False^0.35^0.35"
"1115597093479915520^0^0^'rt : microsoft's talks about the importance of having consistency from edgetocloud hpemsft azure azurestack '^2019-04-09 12:47:28^2019-04-09 08:47:28^None^False^80740^False^False^0.0^0.0"
"1115597105329070080^0^0^'geeky but important core code is in too many browsers'^2019-04-09 12:47:31^2019-04-09 08:47:31^None^False^514^False^False^0.45^0.75"
"1115597115407749123^0^0^'windows  pcs to stop telling their users off for unsafely removing usb sticks after microsoft update'^2019-04-09 12:47:33^2019-04-09 08:47:33^False^False^509^False^False^0.0^0.0"
"1115597135204974592^0^0^'nobody is worse the microsoft'^2019-04-09 12:47:38^2019-04-09 08:47:38^None^False^136^False^False^-0.4^0.6"
