"1131780923551363078^'which do you like better  microsoft or apple? -- apple pero ayw ata saken ng apple ihx'^2019-05-24^04:36:14^734"
"1131780924117520384^'which do you like better  microsoft or apple? -- xvideos'^2019-05-24^04:36:14^5195"
"1131780932317454336^'which do you like better  microsoft or apple? -- both are fucking bad'^2019-05-24^04:36:16^37"
"1131780937635774466^'which do you like better  microsoft or apple? -- microsoft  apple is a pretty shit company and actively work to scam their customers out of money'^2019-05-24^04:36:17^208"
"1131780955792924672^'which do you like better  microsoft or apple? -- love and affection'^2019-05-24^04:36:21^80"
"1131780957336416256^'which do you like better  microsoft or apple? -- microsoft gamit ko  so ayun smiling face with open mouth and cold sweat'^2019-05-24^04:36:22^93"
"1131780959156596736^'searching for a reliable microsoft sharepoint development partner? end your search at concept infoway - one of the top sharepoint development companies in india microsoft sharepoint developers us uk ire eu au'^2019-05-24^04:36:22^1760"
"1131780962004721664^'which do you like better  microsoft or apple? -- nokia'^2019-05-24^04:36:23^1374"
"1131780962189291521^'which do you like better  microsoft or apple? -- none'^2019-05-24^04:36:23^1065"
"1131780978698072067^'which do you like better  microsoft or apple? -- i don't like both equally apple makes hardware that doesn't work half the time  microsoft makes software that's doesn't work half the time'^2019-05-24^04:36:27^213"
"1131780982854565888^'which do you like better  microsoft or apple? -- i like you more kissing face with closed eyes'^2019-05-24^04:36:28^231"
"1131780984104525824^'which do you like better  microsoft or apple? -- this is the shittest question yall have ever come up with'^2019-05-24^04:36:28^290"
"1131780987371839488^'rt : year of the linux desktop grinning face with smiling eyes'^2019-05-24^04:36:29^11"
"1131780988982501376^'which do you like better  microsoft or apple? --'^2019-05-24^04:36:29^1119"
"1131780992488882181^'which do you like better  microsoft or apple? -- apple'^2019-05-24^04:36:30^325"
"1131781001246642176^'which do you like better  microsoft or apple? -- both'^2019-05-24^04:36:32^683"
"1131781009660362752^'rt : microsoft uncovers details of a linux-based cyberattack where attackers used compromised azure vm as a launchpad for fu'^2019-05-24^04:36:34^711"
"1131781017310826496^'which do you like better  microsoft or apple? -- hmmmmm microsoft'^2019-05-24^04:36:36^807"
"1131781039515426817^'which do you like better  microsoft or apple? -- both'^2019-05-24^04:36:41^73"
"1131781042212343809^'rt :  most capitalized coy - $'bn (mar ) microsoft (us) -  apple inc (us) -  amazon (us) -  alphabet (us) - '^2019-05-24^04:36:42^280"
"1131781057735483392^'which do you like better  microsoft or apple? -- macrohard harhar hahahahaha'^2019-05-24^04:36:46^173"
"1131781064505135104^'which do you like better  microsoft or apple? --'^2019-05-24^04:36:47^2277"
"1131781066879057921^'which do you like better  microsoft or apple? --'^2019-05-24^04:36:48^287"
"1131781067990622208^'which do you like better  microsoft or apple? -- apple for my phone and laptop but microsoft for games !!'^2019-05-24^04:36:48^211"
"1131781073317322752^'which do you like better  microsoft or apple? -- i grew up with microsoft  so  i'll pick that because i'm biased but  apple isn't bad either curiouscat'^2019-05-24^04:36:50^37"
"1131781077838774272^'which do you like better  microsoft or apple? --'^2019-05-24^04:36:51^3321"
"1131781081592500224^'rt : which do you like better  microsoft or apple? -- you'^2019-05-24^04:36:51^2"
"1131781083832487939^'which do you like better  microsoft or apple? -- apple!'^2019-05-24^04:36:52^141"
"1131781099263209473^'bill gates: trump twice asked me the difference between hiv and hpv  may    - microsoft co-founder tells foundation meeting it was 'kind of scary' how much trump knew about what gates' daughter looked like'^2019-05-24^04:36:56^31517"
"1131781100995567616^'which do you like better  microsoft or apple? --'^2019-05-24^04:36:56^1360"
"1131781110285918210^'which do you like better  microsoft or apple? -- apple'^2019-05-24^04:36:58^743"
"1131781111632334848^'which do you like better  microsoft or apple? -- never use an apple before microsoft  i guess?'^2019-05-24^04:36:59^183"
"1131781118188019712^'which do you like better  microsoft or apple? -- pau'^2019-05-24^04:37:00^632"
"1131781130842267648^'which do you like better  microsoft or apple? -- youngbin'^2019-05-24^04:37:03^1246"
"1131781132264103941^'which do you like better  microsoft or apple? -- pinapple hahaha'^2019-05-24^04:37:04^73"
"1131781152828616704^'rt : microsoft to start pushing windows  version  automatic updates within weeks'^2019-05-24^04:37:08^193"
"1131781157459320832^'which do you like better  microsoft or apple? -- i read microsoft as minecraft'^2019-05-24^04:37:10^237"
"1131781160386871297^'which do you like better  microsoft or apple? -- microsoft never been a fan of apple anything sadly'^2019-05-24^04:37:10^1733"
"1131781152946237440^'which do you like better  microsoft or apple? -- perguntemmmm'^2019-05-24^04:37:08^1004"
"1131781169652146182^'which do you like better  microsoft or apple? -- apple'^2019-05-24^04:37:12^896"
"1131781180829917184^'which do you like better  microsoft or apple? -- i have an apple laptop so i'd say apple'^2019-05-24^04:37:15^4157"
"1131781185779195904^'which do you like better  microsoft or apple? -- aham'^2019-05-24^04:37:16^446"
"1131781195975544832^'which do you like better  microsoft or apple? -- i lovee mangos drooling face'^2019-05-24^04:37:19^468"
"1131781201516269569^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:20^893"
"1131781203617562629^'which do you like better  microsoft or apple? -- i dont really have a preference i dont care that much i prefer apple for my phone bc its what im used to (pls ask me stuff im drunk n love talkingx))'^2019-05-24^04:37:21^150"
"1131781204548571137^'which do you like better  microsoft or apple? -- si kruxxxface with stuck-out tongue and tightly-closed eyesface with stuck-out tongue and tightly-closed eyes'^2019-05-24^04:37:21^188"
"1131781216708026368^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:24^22"
"1131781216187953154^'hot take: these signs are stupid the are just the words and colors like a microsoft word art for a city of so many creative people i hate how no one wants to take a chance on signs like this marketingfail'^2019-05-24^04:37:24^286"
"1131781219526553600^'which do you like better  microsoft or apple? -- ah i've only ever used microsoft not apple so my opinion would be biased?'^2019-05-24^04:37:24^269"
"1131781228422729728^'which do you like better  microsoft or apple? -- apple !'^2019-05-24^04:37:26^343"
"1131781229773316101^'which do you like better  microsoft or apple? -- both'^2019-05-24^04:37:27^1125"
"1131781230452715522^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:27^638"
"1131781242033037312^'you can get older versions of microsoft office'^2019-05-24^04:37:30^62"
"1131781242465202176^'which do you like better  microsoft or apple? -- nokia '^2019-05-24^04:37:30^1208"
"1131781245812318208^'rt : microsoft uncovers details of a linux-based cyberattack where attackers used compromised azure vm as a launchpad for fu'^2019-05-24^04:37:31^1770"
"1131781249226293248^'can i retrieve deleted microsoft exchange emails?'^2019-05-24^04:37:31^45"
"1131781249456984064^'rt : semiconductor startup cnex labs alleged huawei's deputy chairman conspired to steal its intellectual property'^2019-05-24^04:37:32^0"
"1131781252309299200^'which do you like better  microsoft or apple? -- apple &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;'^2019-05-24^04:37:32^201"
"1131781259829682176^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^04:37:34^310"
"1131781264246267904^'rt : researcher publishes four zero-day exploits in three days by microsoft days'^2019-05-24^04:37:35^711"
"1131781267006136320^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:36^255"
"1131781269250088965^'rt : / because i live in an echo bubble of early-adopters  vcs and fast-moving startups  i think i've underestimated (a) how slowly'^2019-05-24^04:37:36^492"
"1131781282227212288^'which do you like better  microsoft or apple? -- microsoft sksksksk'^2019-05-24^04:37:39^560"
"1131781283133235201^'which do you like better  microsoft or apple? -- i feel i like microsoft a slight bit more  as i don't see eye-to-eye with apple's company philosophies; aka their overpriced products or the forced downgrade on their devices'^2019-05-24^04:37:40^751"
"1131781283615522819^'rt : good to see big companies working for betterment'^2019-05-24^04:37:40^6"
"1131781286572548096^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:40^499"
"1131781292171902976^'the latest attack of the stack! microsoft microsoft'^2019-05-24^04:37:42^267"
"1131781296441778176^'and i'm seeing strong influx of partnerships has been working hard to have microsoft and others play nicely together  sure seems like we're seeing magic take shape in as well power of and flipgridfever being recognized fully!'^2019-05-24^04:37:43^5067"
"1131781296991158272^'which do you like better  microsoft or apple? -- bothh'^2019-05-24^04:37:43^137"
"1131781309121146886^'which do you like better  microsoft or apple? -- nsibzunsiisgs'^2019-05-24^04:37:46^831"
"1131781311792910336^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:46^3163"
"1131781315681017856^'which do you like better  microsoft or apple? -- jungkook'^2019-05-24^04:37:47^470"
"1131781317220339712^'which do you like better  microsoft or apple? -- micro$oft'^2019-05-24^04:37:48^435"
"1131781323281063941^'rt : attended a dev engineering summit at microsoft yesterday that included representatives from bloomberg  facebook  google  l'^2019-05-24^04:37:49^63"
"1131781327802523649^'which do you like better  microsoft or apple? -- mas better si mark adrian hernandez galicia shrugemoji modifier fitzpatrick type-zero width joinerfemale sign[?]heavy black heart[?]'^2019-05-24^04:37:50^1834"
"1131781334135955456^'which do you like better  microsoft or apple? -- '^2019-05-24^04:37:52^435"
"1131781336912531461^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:52^495"
"1131781338049028102^'rt : extract rich information from images to categorize and process visual data--and perform machine-assisted moderation of images to'^2019-05-24^04:37:53^427"
"1131781344344858624^'which do you like better  microsoft or apple? --'^2019-05-24^04:37:54^244"
"1131791966558130176^'rt : will not repeat the rumours i hear  because can't independently substantiate but they're not good omerta in the valley'^2019-05-24^05:20:07^153"
"1131791973839515648^'which do you like better  microsoft or apple? -- microsoft lang meron ako'^2019-05-24^05:20:08^30"
"1131791975345205248^'rt : which do you like better  microsoft or apple? -- apple'^2019-05-24^05:20:09^12"
"1131791980621647874^'which do you like better  microsoft or apple? -- why choose one when u can have them both?'^2019-05-24^05:20:10^180"
"1131791989165445125^'which do you like better  microsoft or apple? -- does it matter? lol'^2019-05-24^05:20:12^949"
"1131792003992301568^'can i plz have my money back i'm sad'^2019-05-24^05:20:16^98"
"1131792006504755200^'rt : heads up there is a phishing domain targeting your users active here: hxxp://www-sso-godadycom () '^2019-05-24^05:20:16^580"
"1131792019708358656^'rt : new: windows defender has added definitions for detecting sandboxescaper poc for local eop cve-- (vuln discov'^2019-05-24^05:20:19^62"
"1131792023411990529^'rt : me: *downloads pdf on chrome* microsoft edge:'^2019-05-24^05:20:20^254"
"1131792039014744064^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:20:24^345"
"1131792044505018369^'rt : visual interface for azure machine learning service bigdata analytics datascience ai machinelearning azure iot ii'^2019-05-24^05:20:25^9230"
"1131792050968514562^'microsoft  roadmap update: launched - microsoft intune assessments in compliance manager -'^2019-05-24^05:20:27^1685"
"1131792056035229696^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:20:28^98"
"1131792056504979457^'scm uri error in python function deployment from bitbucket pipeline to azure using microsoft/azure-functions-deploy: azure'^2019-05-24^05:20:28^197"
"1131792058232926209^'rt : want to know more about microsoft  learning pathways? reach out to one of these great partners at spc https:/'^2019-05-24^05:20:29^4058"
"1131792058514071557^'rt : pubg snow map -- xbox one launch trailer pubg snowmap xboxonex xboxone xbox microsoft ps'^2019-05-24^05:20:29^3349"
"1131792063857664000^'rt : there have been some changes to the way wsus and configmgr download feature and quality updates starting with windows'^2019-05-24^05:20:30^9"
"1131792064465842176^'rt : which do you like better  microsoft or apple? -- goooogogogole'^2019-05-24^05:20:30^342"
"1131792071172534273^'rt : hello friends in west africa! the engineering roles in our microsoftadc lagos office are starting to appear:  engineeri'^2019-05-24^05:20:32^7995"
"1131792071990349824^'which do you like better  microsoft or apple? -- ill not answer this'^2019-05-24^05:20:32^3479"
"1131792078508367872^'which do you like better  microsoft or apple? -- java'^2019-05-24^05:20:33^547"
"1131792084824940544^'how you play games and how that has changed over time the influence of star trek on your outlook and personality how you got started streaming your time with microsoft how you met michael your family's van(s)'^2019-05-24^05:20:35^994"
"1131792088381526016^'rt : the extensions for chrome and firefox automatically redirect untrusted navigations to an isolated windows defender applic'^2019-05-24^05:20:36^1669"
"1131792089723932672^'which do you like better  microsoft or apple? --'^2019-05-24^05:20:36^649"
"1131792091607183360^'which do you like better  microsoft or apple? -- kinda reliant on both honestly soo'^2019-05-24^05:20:36^6545"
"1131792098112544769^'rt : we developed windows defender application guard extensions for chrome and firefox  now generally available  to allow cust'^2019-05-24^05:20:38^556"
"1131792098770989056^'which do you like better  microsoft or apple? -- hmm i would like to say apple'^2019-05-24^05:20:38^2433"
"1131792099211403264^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:20:38^3484"
"1131792106589249536^'which do you like better  microsoft or apple? --'^2019-05-24^05:20:40^1238"
"1131792106966507520^'rt : we developed windows defender application guard extensions for chrome and firefox  now generally available  to allow cust'^2019-05-24^05:20:40^1669"
"1131792109072211968^'rt : hoy en that 's show cherry blossom television:'^2019-05-24^05:20:41^17"
"1131792117066620928^'which do you like better  microsoft or apple? -- team apple'^2019-05-24^05:20:43^1082"
"1131792121940385792^'which do you like better  microsoft or apple? -- apple yass cat face with tears of joycat face with tears of joyraised back of hand'^2019-05-24^05:20:44^184"
"1131792123806793728^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:20:44^859"
"1131792133147561984^'which do you like better  microsoft or apple? -- apple????'^2019-05-24^05:20:46^431"
"1131792136054235136^'which do you like better  microsoft or apple? -- they're both headless amoral money monsters  but apple has done more immediate harm to the lives of a few of my friends'^2019-05-24^05:20:47^2444"
"1131792138335686656^'rt : rt and i'll draw ur twitter avi in microsoft paint'^2019-05-24^05:20:48^245"
"1131792140886073344^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:20:48^825"
"1131792146279948288^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:20:50^147"
"1131792147328507904^'rt : bill gates: trump twice asked me the difference between hiv and hpv  may '^2019-05-24^05:20:50^2393"
"1131792156186820608^'which do you like better  microsoft or apple? -- mas better ka :))'^2019-05-24^05:20:52^282"
"1131792164319617024^'which do you like better  microsoft or apple? --'^2019-05-24^05:20:54^11461"
"1131792173010214912^'which do you like better  microsoft or apple? -- apple!!!'^2019-05-24^05:20:56^4183"
"1131792175761711104^'rt : which do you like better  microsoft or apple? -- seizing the means of production'^2019-05-24^05:20:57^132"
"1131792206996660224^'new on ebay tom clancy's the division (microsoft xbox one  )'^2019-05-24^05:21:04^31"
"1131792213531340800^'which do you like better  microsoft or apple? -- apple pois meu celular um aifone'^2019-05-24^05:21:06^247"
"1131792213598494720^'which do you like better  microsoft or apple? -- microsoft is easier to navigate apple is more abt the design tbh'^2019-05-24^05:21:06^2518"
"1131792229557604352^'rt : another new microsoft defender atp feature is now in public preview! live response - pure awesomeness for secops drooling face check i'^2019-05-24^05:21:09^1669"
"1131792241637376001^'rt : xbox - february  games with gold gameswithgold xboxlive xboxonex xboxone xbox microso'^2019-05-24^05:21:12^3349"
"1131792245877870592^'which do you like better  microsoft or apple? -- of those   microsoft i find apple products far too overpriced and restrictive'^2019-05-24^05:21:13^76"
"1131792252584513536^'which do you like better  microsoft or apple? -- fan of apple since day '^2019-05-24^05:21:15^703"
"1131792254547501056^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:21:15^10"
"1131792253733597184^'screenshots of the new ui and deployment! check out the rest of ""what's new""'^2019-05-24^05:21:15^398"
"1131792256875335680^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:21:16^10"
"1131794282803847169^'which do you like better  microsoft or apple? -- it does not matter in the long run who is better the correct answer is microsoft'^2019-05-24^05:29:19^27"
"1131794286448717824^'rt : cuphead - launch trailer - nintendo switch cuphead nintendoswitch switch nintendo microsof'^2019-05-24^05:29:20^3349"
"1131794294476611584^'which do you like better  microsoft or apple? -- idk microsoft i guess'^2019-05-24^05:29:22^308"
"1131794296720510976^'which do you like better  microsoft or apple? -- i'm an apple wh*re phone  multiple i-pods  mac book  tv'^2019-05-24^05:29:22^412"
"1131794299983581184^'rt : microsoft uncovers details of a linux-based cyberattack where attackers used compromised azure vm as a launchpad for fu'^2019-05-24^05:29:23^418"
"1131794303347564544^'congratulations  ed ! i wish you a lot of fun (and sounds like a lot of fun to come :)'^2019-05-24^05:29:24^1324"
"1131794304974893056^'check out ""microsoft excel masterclass"" lagos lagosnigeria exceltraining msexcel'^2019-05-24^05:29:24^4222"
"1131794304995921920^'rt : this week on xbox | star wars  xbox game pass ultimate  xbox one s all digital edition thiswee'^2019-05-24^05:29:24^3349"
"1131794313980063744^'which do you like better  microsoft or apple? -- face with rolling eyes'^2019-05-24^05:29:26^495"
"1131794320967819265^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:29:28^718"
"1131794322523860992^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:29:28^99"
"1131794325128523776^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:29:29^2510"
"1131794335727591424^'rt : this is fucking gross'^2019-05-24^05:29:32^1067"
"1131794348541194240^'which do you like better  microsoft or apple? -- apple and i will never cheat on apple with any other companies!'^2019-05-24^05:29:35^244"
"1131794345542049793^'we welcome microsoft as our associate partner for the th edition of information security summit indian ciso awards happening on the th st may! for sponsorship opportunities e-mail us to enquiry-productionscom cpinfosec indiancisoawards consumex microsoft'^2019-05-24^05:29:34^5"
"1131794351565070336^'rt : when installed on chrome or firefox  the extention checks urls against a list of enterprise sites defined by enterprise'^2019-05-24^05:29:35^418"
"1131794353557368833^'and we are building on the great work did with connect self issued ownyouridentity ownyourfuture'^2019-05-24^05:29:36^93"
"1131794355591757824^'rt : rt and i'll draw ur twitter avi in microsoft paint'^2019-05-24^05:29:36^1545"
"1131794356183207936^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-05-24^05:29:36^171"
"1131794358951391237^'which do you like better  microsoft or apple? --'^2019-05-24^05:29:37^51"
"1131794379432062976^'just earned my intro to microsoft teams on the microsoft educator community! you can check out free pd courses too via'^2019-05-24^05:29:42^258"
"1131794383316180992^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:29:43^59"
"1131794385576910850^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:29:43^680"
"1131794393583837185^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:29:45^768"
"1131794397736165376^'which do you like better  microsoft or apple? -- both na lang hahahaha'^2019-05-24^05:29:46^847"
"1131794399480778753^'rt : microsoft releases ""windows defender application guard"" browser extensions for google chrome and mozilla firefox it's'^2019-05-24^05:29:47^418"
"1131794404832944128^'which do you like better  microsoft or apple? -- idk i'm not an expert in technology face savouring delicious food'^2019-05-24^05:29:48^342"
"1131794411854225410^'which do you like better  microsoft or apple? -- microsoft no pc apple no cel'^2019-05-24^05:29:50^2748"
"1131794424873140224^'rt : moving from classic to modern sharepoint? you'll need to adjust how your content is structured see how microsoft mvp m'^2019-05-24^05:29:53^763"
"1131794426815238144^'rt : sea of thieves: tall tales - shores of gold trailer seaofthieves talltales shoresofgold xbo'^2019-05-24^05:29:53^3349"
"1131794429776470017^'which do you like better  microsoft or apple? --'^2019-05-24^05:29:54^165"
"1131794431852646400^'rt : breaking news: microsoft announces the new fishual studio  i'm not even sorry for this joke'^2019-05-24^05:29:54^52"
"1131794446373273600^'rt : this week on xbox | updates! assassin's creed  headsets  and more thisweekonxbox xboxonex xb'^2019-05-24^05:29:58^3349"
"1131794446662508547^'rt : rt and i'll draw ur twitter avi in microsoft paint'^2019-05-24^05:29:58^422"
"1131794453943836672^'microsoft machine-learning breakthrough: get ready for 'significantly' better ai translators microsoft artificialintelligence ai machinelearning technews technology deeptech'^2019-05-24^05:30:00^6342"
"1131794455143563265^'so console war over i'm going to use my pc for gaming for now still microsoft however i will use xbox for youtube reviews and podcasts etc  i'm happy with that set up time for my weekly rdx to listen to whilst my family have breakfast'^2019-05-24^05:30:00^76"
"1131794456234135552^'which do you like better  microsoft or apple? -- microsoft because i've literally never used apple'^2019-05-24^05:30:00^59"
"1131794456498364416^'which do you like better  microsoft or apple? -- none'^2019-05-24^05:30:00^471"
"1131794457777467392^'we share with qwant an ambitious vision of an open and responsible internet will enable to offer european internet users an unprecedented internet research experience that respects the values of eu citizens'^2019-05-24^05:30:01^104"
"1131794463955726336^'in future  under the aabill or encryptionbill agencies may request telco's to use quantumcomputing to decrypt communications there will be no goingdark to talk about the cryptowar will have been won auspol privacy pjcis'^2019-05-24^05:30:02^1404"
"1131794464698249216^'which do you like better  microsoft or apple? -- shempree ikaw qaqoo yiiie'^2019-05-24^05:30:02^1419"
"1131794469500739585^'which do you like better  microsoft or apple? --'^2019-05-24^05:30:03^4458"
"1131794476299640833^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:05^90"
"1131794477377642496^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:05^128"
"1131794485518753792^'which do you like better  microsoft or apple? --'^2019-05-24^05:30:07^1730"
"1131794500127531010^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:11^1700"
"1131794505236135936^'which do you like better  microsoft or apple? -- ikaw yieeee'^2019-05-24^05:30:12^270"
"1131794505026478082^'tiger tech downloads microsoft for free onto every computer no matter the brand they are always available to help no matter what kind ya buy!'^2019-05-24^05:30:12^286"
"1131794506142035968^' / the internet association  an industry lobbyist group representing companies like google  facebook  amazon and microsoft/  well that says it all '^2019-05-24^05:30:12^419"
"1131794508293857280^'purnima sahni mohanty to lead corporate communications at microsoft india'^2019-05-24^05:30:13^3586"
"1131794510802051072^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:13^2940"
"1131794519744237568^'which do you like better  microsoft or apple? -- red apple'^2019-05-24^05:30:15^450"
"1131794516791500805^'microsoft edge browser  free download developer(s) microsoft initial release july   ;  years ago stable release(s) [+-] windows   / october   ;  months ago[] windows  mobile  / april   ;  mont'^2019-05-24^05:30:15^0"
"1131794526488498177^'rt : this is it - the hottest job opening in powerbi yes  the rs team has an opportunity for someone who wants to work on a hip'^2019-05-24^05:30:17^4907"
"1131794528761974784^'which do you like better  microsoft or apple? -- microsoft for desktops and pcs apple for phones'^2019-05-24^05:30:18^445"
"1131794532612358146^'which do you like better  microsoft or apple? -- both'^2019-05-24^05:30:18^2691"
"1131794537628798976^'rt : this week on xbox | awesome membership updates  madden nfl   and more thisweekonxbox xboxon'^2019-05-24^05:30:20^3349"
"1131794541470736385^'which do you like better  microsoft or apple? -- apple curiouscat'^2019-05-24^05:30:21^554"
"1131794544519991296^'microsoft lumia  xl : big screen window phone'^2019-05-24^05:30:21^1207"
"1131794546684309504^'would love to see this'^2019-05-24^05:30:22^540"
"1131794550501064704^'rt : xbox - may  games with gold gameswithgold xboxlive xboxonex xboxone xbox microsoft d'^2019-05-24^05:30:23^3349"
"1131794556184195072^'rt : out of   a new exploit bypasses the patch microsoft released for an elevation of privilege vulnerability (cve--'^2019-05-24^05:30:24^418"
"1131794558658985985^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:30:25^635"
"1131794564275146757^'which do you like better  microsoft or apple? -- si crush'^2019-05-24^05:30:26^467"
"1131794567030824960^'rt : today in silicon valley: the  ""internet freedom award"" was given to ivanka trump by the tech industry lobbying group founde'^2019-05-24^05:30:27^76"
"1131794570776338432^'rt : which do you like better  microsoft or apple? -- idk i'm not an expert in technology face savouring delicious food'^2019-05-24^05:30:28^196"
"1131794571283898368^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:28^3098"
"1131794575494983680^'which do you like better  microsoft or apple? -- these generic daily questions are terrible'^2019-05-24^05:30:29^352"
"1131794576782569474^'which do you like better  microsoft or apple? -- samsung beh'^2019-05-24^05:30:29^57"
"1131794588430159872^'which do you like better  microsoft or apple? -- apple green apple'^2019-05-24^05:30:32^1078"
"1131794592087662592^'which do you like better  microsoft or apple? -- apple green apple'^2019-05-24^05:30:33^1078"
"1131794603798142978^'we needed these dcs for more than just the tech! fisted hand sign microsoft's azure data centres will create   jobs in south africa - mybroadband'^2019-05-24^05:30:35^14"
"1131794607161741312^'rt : compare group policy (gpo) and powershell desired state configuration (dsc)'^2019-05-24^05:30:36^517"
"1131794608093040640^'rt : download get_ad_users_logon_historyps get all ad users logon history with their logged on computers (with ips) o'^2019-05-24^05:30:36^117"
"1131794609103880192^'which do you like better  microsoft or apple? -- microsoft ig'^2019-05-24^05:30:37^6454"
"1131794610085355525^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:30:37^55"
"1131794601872728064^'rt : breaking update -- sandboxescaper just releases poc exploits for  more new unpatched zero-day vulnerabilities in window'^2019-05-24^05:30:35^418"
"1131794611473735685^'which do you like better  microsoft or apple? -- microsoft apple is finnicky'^2019-05-24^05:30:37^94"
"1131794614971768832^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^05:30:38^19"
"1131794620105527296^'just completed the teaching with technology (basics): lesson  - part : summary quiz course! microsoftedu `br'^2019-05-24^05:30:39^554"
"1131794625000173568^'rt : today in silicon valley: the  ""internet freedom award"" was given to ivanka trump by the tech industry lobbying group founde'^2019-05-24^05:30:40^1169"
"1131794627902803968^'which do you like better  microsoft or apple? -- you face savouring delicious foodface savouring delicious food cbsnzbjdhxdj'^2019-05-24^05:30:41^136"
"1131794637134467072^'which do you like better  microsoft or apple? -- i want to die'^2019-05-24^05:30:43^513"
"1131794640544387072^'rt : ghost recon breakpoint and more xbox updates thisweekonxbox ghostreconbreakpoint tomclancys'^2019-05-24^05:30:44^3349"
"1131794651625742336^'which do you like better  microsoft or apple? --'^2019-05-24^05:30:47^503"
"1131794659888566272^'rt : new blog post: upgrade windows  over the internet with configmgr in-place upgrade task sequences:'^2019-05-24^05:30:49^1232"
"1131794704306192384^'which do you like better  microsoft or apple? -- i use apple products more  so i suppose apple'^2019-05-24^05:30:59^75"
"1131794719590117376^'can we please keep spoilers like thos off social media? some of us haven't seen any of the avengers movies yet'^2019-05-24^05:31:03^7"
"1131794722018738182^'been a google fan for almost  years but i'm not really a fan of them anymore i'm liking microsoft more and more now'^2019-05-24^05:31:04^33"
"1131794727437787138^'rt : quote: ""for about a week now  there has been serious concerns about a microsoft rdp remote code execution bug which i'^2019-05-24^05:31:05^126"
"1131794730243772416^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:31:06^48"
"1131794739806834688^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:31:08^1029"
"1131794747520167936^'""microsoft windows installer race condition"" security'^2019-05-24^05:31:10^1436"
"1131794771847069699^'rt : password spraying leverages legacy authentication to discover passwords office  now has a baseline policy to block legac'^2019-05-24^05:31:15^305"
"1131794777383538690^'which do you like better  microsoft or apple? -- apple'^2019-05-24^05:31:17^423"
"1131794779480743936^'huawei is contributing but not immensely what its contributing compared to what us is losing due to the trade imbalance is too wide that us can ban huawei from doing biz with it feels very comfortable i don't think they'll lose much not only google microsoft is in too'^2019-05-24^05:31:17^70"
"1131794781305286657^'which do you like better  microsoft or apple? --'^2019-05-24^05:31:18^1142"
"1131794784933298176^'which do you like better  microsoft or apple? --'^2019-05-24^05:31:19^3633"
"1131794787248553984^'which do you like better  microsoft or apple? --'^2019-05-24^05:31:19^1988"
"1131794792961236998^'rt : ready to rage ! plus raids and minecraft thisweekonxbox xboxonex xboxone xbox microsoft '^2019-05-24^05:31:21^3349"
"1131794794227937281^'which do you like better  microsoft or apple? -- watermelon'^2019-05-24^05:31:21^1349"
"1131794812586401794^'which do you like better  microsoft or apple? -- sim eu amo ceva'^2019-05-24^05:31:25^1317"
"1131794818991099907^'which do you like better  microsoft or apple? --'^2019-05-24^05:31:27^548"
"1131794845557825536^'which do you like better  microsoft or apple? -- apple for my phone microsoft for gaming'^2019-05-24^05:31:33^67"
"1131794857658335233^'which do you like better  microsoft or apple? -- apple i guess'^2019-05-24^05:31:36^1436"
"1131794874615947264^'which do you like better  microsoft or apple? --'^2019-05-24^05:31:40^1089"
"1131794879397470208^'which do you like better  microsoft or apple? -- apples taste nicer but my favourite fruit is grapes'^2019-05-24^05:31:41^388"
"1131794882086019072^'which do you like better  microsoft or apple? -- red apple'^2019-05-24^05:31:42^186"
